+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:1:layer3ShiftMux|g_And2        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:1:layer3ShiftMux|g_Not1        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:1:layer3ShiftMux|g_And1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:1:layer3ShiftMux               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:0:layer3ShiftMux|g_Or1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:0:layer3ShiftMux|g_And2        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:0:layer3ShiftMux|g_Not1        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:0:layer3ShiftMux|g_And1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer3Shift:0:layer3ShiftMux               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:31:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:31:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:31:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:31:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:31:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:30:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:30:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:30:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:30:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:30:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:29:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:29:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:29:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:29:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:29:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:28:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:28:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:28:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:28:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:28:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:27:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:27:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:27:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:27:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:27:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:26:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:26:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:26:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:26:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:26:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:25:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:25:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:25:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:25:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:25:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:24:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:24:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:24:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:24:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:24:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:23:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:23:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:23:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:23:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:23:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:22:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:22:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:22:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:22:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:22:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:21:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:21:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:21:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:21:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:21:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:20:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:20:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:20:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:20:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:20:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:19:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:19:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:19:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:19:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:19:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:18:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:18:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:18:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:18:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:18:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:17:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:17:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:17:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:17:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:17:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:16:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:16:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:16:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:16:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:16:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:15:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:15:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:15:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:15:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:15:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:14:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:14:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:14:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:14:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:14:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:13:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:13:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:13:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:13:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:13:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:12:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:12:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:12:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:12:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:12:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:11:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:11:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:11:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:11:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:11:layer2ShiftMux              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:10:layer2ShiftMux|g_Or1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:10:layer2ShiftMux|g_And2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:10:layer2ShiftMux|g_Not1       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|SHIFT_LEFT_L|\layer2Shift:10:layer2ShiftMux|g_And1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
